X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.688000e+00,2.000000e-03
0,7.34e-01,3.80e-02,
1,7.34e-01,3.60e-02,
2,7.34e-01,3.80e-02,
3,7.34e-01,3.60e-02,
4,7.34e-01,3.80e-02,
5,7.34e-01,3.80e-02,
6,7.34e-01,3.80e-02,
7,7.34e-01,3.60e-02,
8,7.34e-01,3.80e-02,
9,7.34e-01,3.60e-02,
10,7.34e-01,3.80e-02,
11,7.34e-01,3.80e-02,
12,7.34e-01,3.80e-02,
13,7.34e-01,3.80e-02,
14,7.34e-01,3.60e-02,
15,7.34e-01,3.80e-02,
16,7.34e-01,3.60e-02,
17,7.34e-01,3.80e-02,
18,7.34e-01,3.80e-02,
19,7.34e-01,3.60e-02,
20,7.34e-01,3.80e-02,
21,7.34e-01,3.80e-02,
22,7.34e-01,3.60e-02,
23,7.34e-01,3.80e-02,
24,7.34e-01,3.80e-02,
25,7.34e-01,3.60e-02,
26,7.34e-01,3.80e-02,
27,7.34e-01,3.80e-02,
28,7.34e-01,3.80e-02,
29,7.34e-01,3.60e-02,
30,7.34e-01,3.60e-02,
31,7.34e-01,3.80e-02,
32,7.34e-01,3.80e-02,
33,7.34e-01,3.80e-02,
34,7.34e-01,3.80e-02,
35,7.34e-01,3.60e-02,
36,7.34e-01,3.80e-02,
37,7.34e-01,3.80e-02,
38,7.34e-01,3.60e-02,
39,5.68e-01,4.00e-02,
40,5.81e-01,3.80e-02,
41,5.68e-01,-6.20e-02,
42,5.70e-01,-7.60e-02,
43,5.82e-01,-5.60e-02,
44,5.82e-01,-5.40e-02,
45,5.70e-01,-2.20e-02,
46,5.70e-01,-1.80e-02,
47,5.82e-01,-4.00e-03,
48,5.70e-01,-4.00e-03,
49,5.82e-01,4.00e-03,
50,5.82e-01,6.00e-03,
51,5.70e-01,1.20e-02,
52,5.83e-01,1.20e-02,
53,5.70e-01,1.80e-02,
54,5.71e-01,1.60e-02,
55,5.87e-01,2.40e-02,
56,5.85e-01,2.20e-02,
57,5.72e-01,2.60e-02,
58,5.71e-01,2.60e-02,
59,5.85e-01,2.60e-02,
60,5.74e-01,2.60e-02,
61,5.83e-01,3.00e-02,
62,5.74e-01,2.80e-02,
63,5.84e-01,3.00e-02,
64,5.86e-01,3.20e-02,
65,5.72e-01,3.00e-02,
66,5.74e-01,3.20e-02,
67,5.87e-01,3.20e-02,
68,5.73e-01,3.20e-02,
69,5.86e-01,3.20e-02,
70,5.86e-01,3.20e-02,
71,5.74e-01,3.60e-02,
72,5.76e-01,3.20e-02,
73,5.87e-01,3.60e-02,
74,5.75e-01,3.20e-02,
75,5.86e-01,3.60e-02,
76,5.76e-01,3.40e-02,
77,5.89e-01,3.60e-02,
78,5.87e-01,3.60e-02,
79,5.78e-01,3.40e-02,
80,5.76e-01,3.60e-02,
81,5.90e-01,3.40e-02,
82,5.90e-01,3.60e-02,
83,5.78e-01,3.40e-02,
84,5.78e-01,3.40e-02,
85,5.90e-01,3.60e-02,
86,5.76e-01,3.40e-02,
87,5.86e-01,3.60e-02,
88,5.89e-01,3.60e-02,
89,5.78e-01,3.40e-02,
90,5.78e-01,3.60e-02,
91,5.92e-01,3.40e-02,
92,5.79e-01,3.60e-02,
93,5.91e-01,3.40e-02,
94,5.90e-01,3.40e-02,
95,5.78e-01,3.60e-02,
96,5.92e-01,3.40e-02,
97,5.79e-01,3.60e-02,
98,5.78e-01,3.40e-02,
99,5.91e-01,3.60e-02,
100,5.79e-01,3.60e-02,
101,5.92e-01,3.40e-02,
102,5.82e-01,3.40e-02,
103,5.93e-01,3.60e-02,
104,5.80e-01,3.60e-02,
105,5.92e-01,3.40e-02,
106,5.81e-01,3.40e-02,
107,5.94e-01,3.60e-02,
108,5.94e-01,3.60e-02,
109,5.82e-01,3.40e-02,
110,5.81e-01,3.40e-02,
111,5.94e-01,3.60e-02,
112,5.93e-01,3.40e-02,
113,5.82e-01,3.60e-02,
114,5.97e-01,3.40e-02,
115,5.82e-01,3.60e-02,
116,5.83e-01,3.60e-02,
117,5.95e-01,3.40e-02,
118,5.93e-01,3.60e-02,
119,5.82e-01,3.40e-02,
120,5.97e-01,3.60e-02,
121,5.83e-01,3.40e-02,
122,5.84e-01,3.40e-02,
123,5.98e-01,3.60e-02,
124,5.83e-01,3.40e-02,
125,5.98e-01,3.60e-02,
126,5.97e-01,3.60e-02,
127,5.85e-01,3.40e-02,
128,5.83e-01,3.60e-02,
129,5.97e-01,3.40e-02,
130,5.83e-01,3.60e-02,
131,5.98e-01,3.40e-02,
132,5.99e-01,3.60e-02,
